"report_date","movie_title","show_time","general_qty","discount_qty","group_qty","live_qty","total_tickets","gross_total","source_type","source_ref","source_file","price_general","price_discount","price_group","notes"
"2017-08-08","Cars 3","7:30 PM","16","13","5","0","34","240.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Cars 3 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-08","Pirates of the Caribean 5","2:30 PM","0","36","2","0","38","242.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy POTC5 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-09","Cars 3","7:30 PM","18","13","2","0","33","245.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Cars 3 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-09","Pirates of the Caribean 5","7:30 PM","32","10","8","0","50","369.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy POTC5 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-10","Pirates of the Caribean 5","7:30 PM","21","11","8","0","40","282.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy POTC5 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-11","Pirates of the Caribean 5","7:30 PM","11","8","7","0","26","173.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy POTC5 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-18","Dispicable Me 3","7:30 PM","21","24","5","0","50","354.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy DM3 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-19","Dispicable Me 3","7:30 PM","13","12","1","0","26","192.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy DM3 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-20","Dispicable Me 3","2:30 PM","0","22","4","0","26","159.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy DM3 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-21","Dispicable Me 3","7:30 PM","15","12","4","0","31","221.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy DM3 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-22","Dispicable Me 3","7:30 PM","9","10","1","0","20","145.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy DM3 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-23","Dispicable Me 3","7:30 PM","26","22","3","0","51","376.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy DM3 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-25","Spider-Man: Homecoming","7:30 PM","13","11","0","0","24","182.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Spiderman Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-26","Spider-Man: Homecoming","7:30 PM","32","17","14","0","63","438.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Spiderman Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-27","Spider-Man: Homecoming","2:30 PM","0","20","10","0","30","170.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Spiderman Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-28","Spider-Man: Homecoming","7:30 PM","15","8","10","0","33","219.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Spiderman Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-29","Spider-Man: Homecoming","7:30 PM","6","5","4","0","15","99.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Spiderman Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-08-30","Spider-Man: Homecoming","7:30 PM","10","9","5","0","24","163.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Spiderman Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-01","The Mummy","7:30 PM","12","1","2","0","15","116.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Mummy Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-02","The Mummy","7:30 PM","16","1","11","0","28","186.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Mummy Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-03","The Mummy","2:30 PM","0","22","2","0","24","151.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Mummy Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-04","The Mummy","7:30 PM","2","4","2","0","8","51.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Mummy Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-05","The Mummy","7:30 PM","5","0","6","0","11","66.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Mummy Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-06","The Mummy","7:30 PM","5","1","3","0","9","61.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Mummy Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-08","Wonder Woman","7:30 PM","0","0","107","0","107","428.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Wonder Woman Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-09","Wonder Woman","7:30 PM","0","0","107","0","107","428.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Wonder Woman Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-10","Wonder Woman","2:30 PM","0","0","49","0","49","196.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Wonder Woman Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-11","Wonder Woman","7:30 PM","0","0","41","0","41","164.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Wonder Woman Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-12","Wonder Woman","7:30 PM","0","0","48","0","48","192.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Wonder Woman Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-13","Wonder Woman","7:30 PM","0","0","104","0","104","416.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Wonder Woman Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-15","Transformers 5: The Last Night","7:30 PM","22","6","0","0","28","226.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Trans5 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-16","Transformers 5: The Last Night","7:30 PM","17","13","8","0","38","261.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Trans5 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-17","Transformers 5: The Last Night","2:30 PM","5","5","0","0","10","75.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Trans5 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-18","Transformers 5: The Last Night","7:30 PM","3","4","0","0","7","51.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Trans5 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-19","Transformers 5: The Last Night","7:30 PM","6","3","2","0","11","78.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Trans5 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-20","Transformers 5: The Last Night","7:30 PM","5","5","6","0","16","99.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Trans5 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-29","War for The Planet of The Apes","7:30 PM","2","2","1","0","5","34.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy WfTPoTA Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-09-30","War for The Planet of The Apes","7:30 PM","21","2","7","0","30","219.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy WfTPoTA Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-01","War for The Planet of The Apes","2:30 PM","4","0","1","0","5","38.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy WfTPoTA Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-02","War for The Planet of The Apes","7:30 PM","0","2","3","0","5","25.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy WfTPoTA Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-03","War for The Planet of The Apes","7:30 PM","1","1","0","0","2","15.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy WfTPoTA Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-04","War for The Planet of The Apes","7:30 PM","11","2","1","0","14","110.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy WfTPoTA Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-06","Home Again","7:30 PM","7","8","2","0","17","119.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Home Again Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-07","Home Again","7:30 PM","9","6","2","0","17","123.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Home Again Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-08","Home Again","2:30 PM","3","0","2","0","5","33.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Home Again Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-09","Home Again","7:30 PM","4","0","0","0","4","34.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Home Again Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-10","Home Again","7:30 PM","7","4","0","0","11","85.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Home Again Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-11","Home Again","7:30 PM","10","10","5","0","25","170.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Home Again Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-13","An Inconvenient Sequel","7:30 PM","42","7","2","0","51","410.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Inconvenient Truth Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-13","IT","7:30 PM","48","19","6","0","73","555.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy IT Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-14","IT","7:30 PM","47","6","7","0","60","466.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy IT Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-15","IT","2:30 PM","16","1","0","0","17","142.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy IT Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-16","IT","7:30 PM","7","0","0","0","7","59.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy IT Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-17","IT","7:30 PM","14","3","0","0","17","138.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy IT Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-18","An Inconvenient Sequel","7:30 PM","28","16","4","0","48","358.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Inconvenient Truth Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-18","IT","7:30 PM","9","6","3","0","18","127.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy IT Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-20","Wind River","7:30 PM","13","8","0","0","21","162.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy WindRiver Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-21","Wind River","7:30 PM","18","10","4","0","32","234.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy WindRiver Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-22","Wind River","2:30 PM","2","0","0","0","2","17.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy WindRiver Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-23","Wind River","7:30 PM","1","9","2","0","12","75.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy WindRiver Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-24","Wind River","7:30 PM","2","1","3","0","6","35.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy WindRiver Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-25","Wind River","7:30 PM","4","3","5","0","12","73.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy WindRiver Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-27","Hitman's Bodyguard","7:30 PM","13","4","2","0","19","144.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Hitmans BG Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-29","Hitman's Bodyguard","2:30 PM","2","1","0","0","3","23.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Hitmans BG Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-30","Hitman's Bodyguard","7:30 PM","3","7","1","0","11","75.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Hitmans BG Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-10-31","Hitman's Bodyguard","7:30 PM","7","3","0","0","10","79.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Hitmans BG Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-01","Hitman's Bodyguard","7:30 PM","4","0","8","0","12","66.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Hitmans BG Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-03","Blade Runner 2049","7:30 PM","8","2","2","0","12","89.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy BladeRunner2049 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-04","Blade Runner 2049","7:30 PM","15","1","3","0","19","146.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy BladeRunner2049 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-05","Blade Runner 2049","2:30 PM","0","2","2","0","4","21.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy BladeRunner2049 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-06","Blade Runner 2049","7:30 PM","0","4","0","0","4","26.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy BladeRunner2049 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-07","Blade Runner 2049","7:30 PM","5","3","7","0","15","90.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy BladeRunner2049 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-08","Blade Runner 2049","7:30 PM","12","0","1","0","13","106.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy BladeRunner2049 Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-10","Happy Death Day","7:30 PM","9","0","1","0","10","80.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy HappyDeathDay Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-11","Happy Death Day","7:30 PM","19","3","0","0","22","181.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy HappyDeathDay Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-12","Happy Death Day","2:30 PM","0","6","0","0","6","39.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy HappyDeathDay Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-13","Happy Death Day","7:30 PM","2","3","0","0","5","36.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy HappyDeathDay Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-14","Happy Death Day","7:30 PM","0","0","2","0","2","8.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy HappyDeathDay Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-15","Happy Death Day","7:30 PM","2","0","1","0","3","21.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy HappyDeathDay Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-17","Justice League","7:30 PM","94","36","20","0","150","1113.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy JusticeLeague Gross WK1.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-18","Justice League","7:30 PM","57","19","8","0","84","640.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy JusticeLeague Gross WK1.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-19","Justice League","2:30 PM","0","38","5","0","43","267.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy JusticeLeague Gross WK1.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-20","Justice League","7:30 PM","7","3","5","0","15","99.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy JusticeLeague Gross WK1.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-21","Justice League","7:30 PM","20","5","8","0","33","234.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy JusticeLeague Gross WK1.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-11-22","Justice League","7:30 PM","38","4","7","0","49","377.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy JusticeLeague Gross WK1.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-12-01","Only The Brave","7:30 PM","23","7","3","0","33","253.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Only The Brave Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-12-01","Wonder","7:30 PM","24","17","12","0","53","362.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2018\Wonder.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-12-02","Only The Brave","7:30 PM","33","6","6","0","45","343.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Only The Brave Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-12-02","Wonder","7:30 PM","43","14","1","0","58","460.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2018\Wonder.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-12-03","Only The Brave","2:30 PM","11","5","3","0","19","138.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Only The Brave Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-12-03","Wonder","2:30 PM","0","85","1","0","86","556.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2018\Wonder.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-12-04","Only The Brave","7:30 PM","18","6","6","0","30","216.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Only The Brave Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-12-04","Wonder","7:30 PM","23","12","6","0","41","297.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2018\Wonder.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-12-05","Only The Brave","7:30 PM","7","6","2","0","15","106.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2017\Roxy Only The Brave Gross.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2017-12-05","Wonder","7:30 PM","13","5","2","0","20","151.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2018\Wonder.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
